period;year;kunta;name;households;paid_eur
202012;2020;086;Hausjärvi;174;49945.85
202012;2020;090;Heinävesi;84;24191.7
202012;2020;091;Helsinki;72052;29476563.25
202012;2020;092;Vantaa;20411;8640251.51
202012;2020;097;Hirvensalmi;49;13621.59
202012;2020;098;Hollola;645;192098.5
202012;2020;099;Honkajoki;29;8971.63
202012;2020;102;Huittinen;389;113709.45
202012;2020;103;Humppila;67;18251.71
202012;2020;105;Hyrynsalmi;29;8471.52
202012;2020;106;Hyvinkää;2780;941282.91
202012;2020;108;Hämeenkyrö;306;89598.54
202012;2020;109;Hämeenlinna;4766;1574902.83
202012;2020;111;Heinola;1061;293866.35
202012;2020;139;Ii;251;80714.83
202012;2020;140;Iisalmi;1299;360199.31
202012;2020;142;Iitti;225;66094.68
202012;2020;143;Ikaalinen;362;104797.49
202012;2020;145;Ilmajoki;322;93917.99
202012;2020;146;Ilomantsi;146;36131.65
202012;2020;148;Inari;223;67865.76
202012;2020;149;Inkoo;93;27547.91
202012;2020;151;Isojoki;36;11335.39
202012;2020;152;Isokyrö;108;33584.8
202012;2020;153;Imatra;1562;443709.19
202012;2020;165;Janakkala;533;164416.07
202012;2020;167;Joensuu;10719;3392637.06
202012;2020;169;Jokioinen;120;36406.29
202012;2020;170;Jomala;45;16842.06
202012;2020;171;Joroinen;132;37890.88
202012;2020;172;Joutsa;146;38118.6
202012;2020;176;Juuka;147;40786.11
202012;2020;177;Juupajoki;49;13181.57
202012;2020;178;Juva;132;32869.88
202012;2020;179;Jyväskylä;20158;6448430.85
202012;2020;181;Jämijärvi;31;7694.04
202012;2020;182;Jämsä;880;247924.33
202012;2020;186;Järvenpää;2725;923356.51
202012;2020;199;Tuntematon;7;-3050117.46
202012;2020;202;Kaarina;1036;324489.61
202012;2020;204;Kaavi;100;27947
202012;2020;205;Kajaani;2920;902314.09
202012;2020;208;Kalajoki;301;95124.97
202012;2020;211;Kangasala;1043;312550.88
202012;2020;213;Kangasniemi;167;49572.61
202012;2020;214;Kankaanpää;591;165206.13
202012;2020;216;Kannonkoski;25;6852.32
202012;2020;217;Kannus;166;46521.41
202012;2020;218;Karijoki;18;4863.82
202012;2020;224;Karkkila;371;113108.11
202012;2020;226;Karstula;105;29197.1
202012;2020;230;Karvia;65;15417.68
202012;2020;231;Kaskinen;21;6189.77
202012;2020;232;Kauhajoki;544;162097.11
202012;2020;233;Kauhava;372;107725.36
202012;2020;235;Kauniainen;362;157888.94
202012;2020;236;Kaustinen;138;39712.08
202012;2020;239;Keitele;52;13815.62
202012;2020;240;Kemi;1513;442230.5
202012;2020;241;Keminmaa;187;51432.57
202012;2020;244;Kempele;548;159634.16
202012;2020;245;Kerava;2662;935423.01
202012;2020;249;Keuruu;428;117478.92
202012;2020;250;Kihniö;30;8945.41
202012;2020;256;Kinnula;27;7137.63
202012;2020;257;Kirkkonummi;1639;576220.53
202012;2020;260;Kitee;346;94530.46
202012;2020;261;Kittilä;192;50415.29
202012;2020;263;Kiuruvesi;300;85820.11
202012;2020;265;Kivijärvi;28;7379.82
202012;2020;271;Kokemäki;281;79376.94
202012;2020;272;Kokkola;2442;713987.85
202012;2020;273;Kolari;80;22638.68
202012;2020;275;Konnevesi;67;20402.96
202012;2020;276;Kontiolahti;414;124039.49
202012;2020;280;Korsnäs;24;6119.54
202012;2020;284;Koski Tl;51;14930.64
202012;2020;285;Kotka;3979;1167703.02
202012;2020;286;Kouvola;4644;1432012.15
202012;2020;287;Kristiinankaupunki;117;31449.87
202012;2020;288;Kruunupyy;62;21398.23
202012;2020;290;Kuhmo;225;58252.39
202012;2020;291;Kuhmoinen;62;16117.52
202012;2020;297;Kuopio;12357;3980272.71
202012;2020;300;Kuortane;163;36197.13
202012;2020;301;Kurikka;587;163627.87
202012;2020;304;Kustavi;18;5301.85
202012;2020;305;Kuusamo;590;176056.47
202012;2020;309;Outokumpu;508;140067.46
202012;2020;312;Kyyjärvi;16;4051.63
202012;2020;316;Kärkölä;166;51414.3
202012;2020;317;Kärsämäki;73;19582.5
202012;2020;320;Kemijärvi;219;57875.31
202012;2020;322;Kemiönsaari;156;46989.22
202012;2020;398;Lahti;11510;3812979.52
202012;2020;399;Laihia;187;55766.32
202012;2020;400;Laitila;190;55431.66
202012;2020;402;Lapinlahti;387;105663.65
202012;2020;403;Lappajärvi;47;12263.98
202012;2020;405;Lappeenranta;7294;2242751.44
202012;2020;407;Lapinjärvi;70;23326.93
202012;2020;408;Lapua;463;140568.46
202012;2020;410;Laukaa;546;172272.4
202012;2020;416;Lemi;64;18169.86
202012;2020;417;Lemland;17;7286.55
202012;2020;418;Lempäälä;766;243583.2
202012;2020;420;Leppävirta;267;75886.1
202012;2020;421;Lestijärvi;16;4288.9
202012;2020;422;Lieksa;506;127274.08
202012;2020;423;Lieto;394;117050.7
202012;2020;425;Liminka;200;70884.5
202012;2020;426;Liperi;425;135771.94
202012;2020;430;Loimaa;631;173140.97
202012;2020;433;Loppi;128;38641.67
202012;2020;434;Loviisa;556;157981.07
202012;2020;435;Luhanka;5;1440.84
202012;2020;436;Lumijoki;41;15728.38
202012;2020;440;Luoto;44;15776.05
202012;2020;441;Luumäki;115;30532.09
202012;2020;444;Lohja;1991;666178.58
202012;2020;445;Parainen;332;98360.09
202012;2020;475;Maalahti;94;23483.28
202012;2020;478;Maarianhamina;413;150413.95
202012;2020;480;Marttila;48;12422.68
202012;2020;481;Masku;94;27618.44
202012;2020;483;Merijärvi;26;7772.88
202012;2020;484;Merikarvia;66;18093.19
202012;2020;489;Miehikkälä;34;9963.43
202012;2020;491;Mikkeli;3757;1200949
202012;2020;494;Muhos;315;92709.63
202012;2020;495;Multia;47;12071.71
202012;2020;498;Muonio;41;14458.57
202012;2020;499;Mustasaari;296;83856.09
202012;2020;500;Muurame;288;82765.12
202012;2020;503;Mynämäki;173;46999.26
202012;2020;504;Myrskylä;50;17289.66
202012;2020;505;Mäntsälä;530;159362.59
202012;2020;507;Mäntyharju;160;47667.11
202012;2020;508;Mänttä-Vilppula;423;119155.34
202012;2020;529;Naantali;608;178643.44
202012;2020;531;Nakkila;196;56734.93
202012;2020;535;Nivala;305;87802.32
202012;2020;536;Nokia;1483;480018.52
202012;2020;538;Nousiainen;56;15549.02
202012;2020;541;Nurmes;361;92013.82
202012;2020;543;Nurmijärvi;1442;497141.98
202012;2020;545;Närpiö;120;32961.24
202012;2020;560;Orimattila;537;167359.69
202012;2020;561;Oripää;24;6743.36
202012;2020;562;Orivesi;299;93535.88
202012;2020;563;Oulainen;309;88588.75
202012;2020;564;Oulu;23031;7381721.15
202012;2020;576;Padasjoki;54;14247.99
202012;2020;577;Paimio;338;96257.95
202012;2020;578;Paltamo;98;26188.16
202012;2020;580;Parikkala;109;26534.42
202012;2020;581;Parkano;185;57052.03
202012;2020;583;Pelkosenniemi;21;7010.23
202012;2020;584;Perho;54;17005.3
202012;2020;588;Pertunmaa;49;13842.83
202012;2020;592;Petäjävesi;99;28191.84
202012;2020;593;Pieksämäki;845;230737.33
202012;2020;595;Pielavesi;129;39628.61
202012;2020;598;Pietarsaari;890;263067.09
202012;2020;599;Pedersören kunta;90;28640.17
202012;2020;601;Pihtipudas;154;43070.56
202012;2020;604;Pirkkala;687;212330.49
202012;2020;607;Polvijärvi;129;36190.11
202012;2020;608;Pomarkku;61;18879.88
202012;2020;609;Pori;6647;2082459.57
202012;2020;611;Pornainen;64;23007.98
202012;2020;614;Posio;56;15053.3
202012;2020;615;Pudasjärvi;253;82206.5
202012;2020;616;Pukkila;42;10906.65
202012;2020;619;Punkalaidun;66;20079.96
202012;2020;620;Puolanka;71;19480.81
202012;2020;623;Puumala;42;11016.12
202012;2020;624;Pyhtää;95;27577.06
202012;2020;625;Pyhäjoki;59;18840.46
202012;2020;626;Pyhäjärvi;151;41879.01
202012;2020;630;Pyhäntä;18;4737.1
202012;2020;631;Pyhäranta;22;6305.22
202012;2020;635;Pälkäne;123;38085.49
202012;2020;636;Pöytyä;204;56031.99
202012;2020;638;Porvoo;2488;846411.86
202012;2020;678;Raahe;1086;320449.77
202012;2020;680;Raisio;1116;377656.59
202012;2020;681;Rantasalmi;77;23418.6
202012;2020;683;Ranua;95;28680.32
202012;2020;684;Rauma;2210;626389.45
202012;2020;686;Rautalampi;139;39866.31
202012;2020;687;Rautavaara;44;11409.01
202012;2020;689;Rautjärvi;88;21715.92
202012;2020;691;Reisjärvi;55;15850.93
202012;2020;694;Riihimäki;2006;655469.04
202012;2020;697;Ristijärvi;17;5235.86
202012;2020;698;Rovaniemi;6453;2062804.85
202012;2020;700;Ruokolahti;98;25731.87
202012;2020;702;Ruovesi;141;35042.01
202012;2020;704;Rusko;64;18494.33
202012;2020;707;Rääkkylä;51;13777.99
202012;2020;710;Raasepori;1173;350916.74
202012;2020;729;Saarijärvi;405;120257.56
202012;2020;732;Salla;80;19725.27
202012;2020;734;Salo;2330;652319.68
202012;2020;736;Saltvik;25;8997.61
202012;2020;738;Sauvo;39;9765.03
202012;2020;739;Savitaipale;65;17131.52
202012;2020;740;Savonlinna;2056;572861.34
202012;2020;742;Savukoski;24;4702.74
202012;2020;743;Seinäjoki;5003;1598759.06
202012;2020;746;Sievi;114;37111.14
202012;2020;747;Siikainen;28;7332.81
202012;2020;748;Siikajoki;98;29384.52
202012;2020;749;Siilinjärvi;675;206609.9
202012;2020;751;Simo;42;9788.09
202012;2020;753;Sipoo;635;212691.98
202012;2020;755;Siuntio;138;41228.3
202012;2020;758;Sodankylä;181;51341.94
202012;2020;759;Soini;31;9830.21
202012;2020;761;Somero;239;71619.84
202012;2020;762;Sonkajärvi;104;27264.6
202012;2020;765;Sotkamo;410;115395.55
202012;2020;768;Sulkava;76;17879.64
202012;2020;771;Sund;10;3871.81
202012;2020;777;Suomussalmi;176;54125.82
202012;2020;778;Suonenjoki;273;79307.3
202012;2020;781;Sysmä;103;29933.91
202012;2020;783;Säkylä;159;43405.12
202012;2020;785;Vaala;81;20745.95
202012;2020;790;Sastamala;857;245620.27
202012;2020;791;Siikalatva;130;33596.58
202012;2020;831;Taipalsaari;79;21468.34
202012;2020;832;Taivalkoski;104;28687.96
202012;2020;833;Taivassalo;23;5515.98
202012;2020;834;Tammela;180;55360.06
202012;2020;837;Tampere;34043;10953741.25
202012;2020;844;Tervo;27;7819.87
202012;2020;845;Tervola;71;20012.06
202012;2020;846;Teuva;95;25345.35
202012;2020;848;Tohmajärvi;145;37045.55
202012;2020;849;Toholampi;72;21619.85
202012;2020;850;Toivakka;43;11550.22
202012;2020;851;Tornio;1131;344965.81
202012;2020;853;Turku;27393;8764020.61
202012;2020;854;Pello;52;15291.49
202012;2020;857;Tuusniemi;69;16920.94
202012;2020;858;Tuusula;1048;353422.11
202012;2020;859;Tyrnävä;116;44428.87
202012;2020;886;Ulvila;416;125878.87
202012;2020;887;Urjala;202;60705.14
202012;2020;889;Utajärvi;63;17003.49
202012;2020;890;Utsjoki;27;7584.24
202012;2020;892;Uurainen;77;22883.63
202012;2020;893;Uusikaarlepyy;131;40901.46
202012;2020;895;Uusikaupunki;448;121592.02
202012;2020;905;Vaasa;8613;2760415.64
202012;2020;908;Valkeakoski;956;270038.31
202012;2020;915;Varkaus;1291;366627.66
202012;2020;918;Vehmaa;54;15677
202012;2020;921;Vesanto;43;10330.71
202012;2020;922;Vesilahti;69;19260.22
202012;2020;924;Veteli;39;12512.75
202012;2020;925;Vieremä;95;26271.33
202012;2020;927;Vihti;1100;371809.51
202012;2020;931;Viitasaari;201;62804.23
202012;2020;934;Vimpeli;56;13573.42
202012;2020;935;Virolahti;96;26005.65
202012;2020;936;Virrat;193;51209.58
202012;2020;941;Vårdö;4;849.33
202012;2020;946;Vöyri;139;32855.85
202012;2020;976;Ylitornio;76;21618.91
202012;2020;977;Ylivieska;704;206611.83
202012;2020;980;Ylöjärvi;932;292996.75
202012;2020;981;Ypäjä;61;18529.66
202012;2020;989;Ähtäri;170;49549.11
202012;2020;992;Äänekoski;932;274861.2
202112;2021;000;Koko maa;391611;132179991.49
202112;2021;005;Alajärvi;213;67103.43
202112;2021;009;Alavieska;47;14877.37
202112;2021;010;Alavus;319;95850.82
202112;2021;016;Asikkala;266;75789.69
202112;2021;018;Askola;87;27534.31
202112;2021;019;Aura;84;27916.97
202112;2021;020;Akaa;592;176876.11
202112;2021;035;Brändö;5;2498.17
202112;2021;043;Eckerö;9;3519.7
202112;2021;046;Enonkoski;43;11019.55
202112;2021;047;Enontekiö;31;11292.49
202112;2021;049;Espoo;21176;9007731.64
